535,Gallicolumba stairi,Friendly Ground-Dove,1
536,Gallinula chloropus guami,Mariana common moorhen,1
537,Gallinula galeata sandvicensis,Hawaiian common gallinule,1
538,Gallirallus (=Tricholimnas) sylvestris,Lord Howe wood rail,1
539,Gallotia simonyi simonyi,Hierro giant lizard,6
540,Gambelia silus,Blunt-nosed leopard lizard,6
541,Gambusia gaigei,Big Bend gambusia,0
542,Gambusia georgei,San Marcos gambusia,0
543,Gambusia heterochir,Clear Creek gambusia,0
544,Gambusia nobilis,Pecos gambusia,0
545,Gammarus acherondytes,Illinois cave amphipod,10
546,Gammarus desperatus,Noel's Amphipod,10
547,Gammarus hyalleloides,Diminutive Amphipod,10
548,Gammarus pecos,Pecos amphipod,10
549,Gasterosteus aculeatus williamsoni,Unarmored threespine stickleback,0
550,Gavialis gangeticus,Gavial,6
551,Gazella cuvieri,Mountain (=Cuvier's) gazelle,3
552,Gazella dama,Dama gazelle,3
553,Gazella dama lozanoi,Rio de Oro Dama gazelle,3
554,Gazella dama mhorr,Mhorr gazelle,3
555,Gazella dorcas massaesyla,Moroccan gazelle,3
556,Gazella dorcas pelzelni,Pelzeln's gazelle,3
557,Gazella dorcas saudiya,Saudi Arabian gazelle,3
558,Gazella gazella,Arabian gazelle,3
559,Gazella leptoceros,Slender-horned gazelle,3
560,Gazella subgutturosa marica,Sand gazelle,3
561,Geochelone nigra (=elephantopus),Galapagos tortoise,6
562,Geochelone radiata,Madagascar radiated tortoise,6
563,Geochelone yniphora,Angulated tortoise,6
564,Geoclemys hamiltonii,Spotted pond turtle,6
565,Geopsittacus occidentalis,Night (=Australian) parrot,1
566,Geronticus eremita,Northern bald ibis,1
567,Gila bicolor ssp.,Hutton tui chub,0
568,Gila bicolor ssp. mohavensis,Mohave tui chub,0
569,Gila bicolor ssp. snyderi,Owens Tui Chub,0
570,Gila boraxobius,Borax Lake chub,0
571,Gila cypha,Humpback chub,0
572,Gila ditaenia,Sonora chub,0
573,Gila elegans,Bonytail chub,0
574,Gila intermedia,Gila chub,0
575,Gila nigrescens,Chihuahua chub,0
576,Gila purpurea,Yaqui chub,0
577,Gila robusta jordani,Pahranagat roundtail chub,0
578,Gila seminuda (=robusta),Virgin River Chub,0
579,Glaucomys sabrinus coloratus,Carolina northern flying squirrel,3
580,Glaucopsyche lygdamus palosverdesensis,Palos Verdes blue butterfly,8
581,Gopherus agassizii,Desert tortoise,6
582,Gopherus flavomarginatus,Bolson tortoise,6
583,Gopherus polyphemus,Gopher tortoise,6
584,Gorilla gorilla,Gorilla,3
585,Grallaria milleri,Brown-banded antpitta,1
586,Graptemys flavimaculata,Yellow-blotched map turtle,6
587,Graptemys oculifera,Ringed map turtle,6
588,Grus americana,Whooping crane,1
589,Grus canadensis nesiotes,Cuba sandhill crane,1
590,Grus canadensis pulla,Mississippi sandhill crane,1
591,Grus japonensis,Japanese Crane,1
592,Grus leucogeranus,Siberian white Crane,1
593,Grus monacha,Hooded Crane,1
594,Grus nigricollis,Black-necked Crane,1
595,Grus vipio,White-naped Crane,1
596,Gymnobelideus leadbeateri,Leadbeater's Possum,3
597,Gymnogyps californianus,California condor,1
598,Gymnomyza samoensis,Mao (= maomao) (honeyeater),1
599,Haematopus meadewaldoi,Canarian black oystercatcher,1
600,Haliaeetus albicilla groenlandicus,Greenland white-tailed eagle,1
601,Haliaeetus vociferoides,Madagascar sea eagle,1
602,Haliotis cracherodii,Black Abalone,2
603,Haliotis sorenseni,White Abalone,2
604,Hamiota australis,Southern sandshell,7
605,Harpia harpyja,Harpy eagle,1
606,Helminthoglypta walkeriana,Morro shoulderband (=Banded dune) snail,2
607,Hemiargus ceraunus antibubastus,Ceraunus Blue Butterfly,8
608,Hemignathus affinis,Maui nukupuu,1
609,Hemignathus hanapepe,Kauai nukupuu,1
610,Hemignathus wilsoni,akiapolaau,1
611,Hemiphaga novaeseelandiae chathamensis,Chatham Island pigeon,1
612,Hemistena lata,Cracking pearlymussel,7
613,Hemitragus jayakari,Arabian tahr,3
614,Hemitriccus kaempferi,Kaempfer's tody-tyrant,1
615,Heraclides aristodemus ponceanus,Schaus swallowtail butterfly,8
616,Herpailurus (=Felis) yagouaroundi cacomitli,Gulf Coast jaguarundi,3
617,Herpailurus (=Felis) yagouaroundi fossata,Guatemalan jaguarundi,3
618,Herpailurus (=Felis) yagouaroundi panamensis,Panamanian jaguarundi,3
619,Herpailurus (=Felis) yagouaroundi tolteca,Sinaloan Jaguarundi,3
620,Hesperia dacotae,Dakota Skipper,8
621,Hesperia leonardus montana,Pawnee montane skipper,8
622,Heterelmis comalensis,Comal Springs riffle beetle,8
623,Himantopus mexicanus knudseni,Hawaiian stilt,1
624,Himantopus novaezelandiae,Black Stilt,1
625,Hippocamelus antisensis,North Andean huemul,3
626,Hippocamelus bisulcus,South Andean huemul,3
627,Hipposideros ridleyi,Singapore roundleaf horseshoe bat,3
628,Hippotragus niger variani,Giant sable antelope,3
629,Huso dauricus,Kaluga sturgeon,0
630,Huso huso,Beluga sturgeon,0
631,Hyaena hyaena barbara,Barbary hyena,3
632,Hybognathus amarus,Rio Grande Silvery Minnow,0
633,Hylaeus anthracinus,Anthricinan yellow-faced bee,8
634,Hylaeus assimulans,Assimulans yellow-faced bee,8
635,Hylaeus facilis,Easy yellow-faced bee,8
636,Hylaeus hilaris,Hilaris yellow-faced bee,8
637,Hylaeus kuakea,Hawaiian yellow-faced bee,8
638,Hylaeus longiceps,Hawaiian yellow-faced bee,8
639,Hylaeus mana,Hawaiian yellow-faced bee,8
640,Hylobates spp. (including Nomascus),Gibbons,3
641,Hymenophysa curta,Ayumodoki (loach),0
642,Hypolimnas octocula marianensis,Mariana eight-spot butterfly,8
643,Hypomesus transpacificus,Delta smelt,0
644,Hypsipetes borbonicus olivaceus,Mauritius olivaceous Bulbul,1
645,Icaricia (Plebejus) shasta charlestonensis,Mount Charleston blue butterfly,8
646,Icaricia icarioides fenderi,Fender's blue butterfly,8
647,Icaricia icarioides missionensis,Mission blue butterfly,8
648,Ictalurus pricei,Yaqui catfish,0
649,Indri indri,Indri lemur,3
650,Ischnura luta,Rota blue damselfly,8
651,Isopora crateriformis,No common name,4
652,Juturnia kosteri,Koster's springsnail,2
653,Kachuga tecta tecta,Indian sawback turtle,6
654,Kinosternon sonoriense longifemorale,Sonoyta mud turtle,6
655,Kobus leche,Red lechwe,3
656,Lagorchestes hirsutus,Western hare wallaby,3
657,Lagostrophus fasciatus,Banded hare wallaby,3
658,Lagothrix flavicauda,Yellow-tailed woolly monkey,3
659,Lampsilis abrupta,Pink mucket (pearlymussel),7
660,Lampsilis altilis,Finelined pocketbook,7
661,Lampsilis higginsii,Higgins eye (pearlymussel),7
662,Lampsilis perovalis,Orangenacre mucket,7
663,Lampsilis powellii,Arkansas fatmucket,7
664,Lampsilis rafinesqueana,Neosho Mucket,7
665,Lampsilis streckeri,Speckled pocketbook,7
666,Lampsilis subangulata,Shinyrayed pocketbook,7
667,Lampsilis virescens,Alabama lampmussel,7
668,Lanius ludovicianus mearnsi,San Clemente loggerhead shrike,1
669,Lanx sp.,Banbury Springs limpet,2
670,Larus audouinii,Audouin's gull,1
671,Larus relictus,Relict gull,1
672,Lasiorhinus krefftii (formerly L. barnardi and L. gillespiei),Queensland hairy-nosed wombat (incl. Barnard's),3
673,Lasiurus cinereus semotus,Hawaiian hoary bat,3
674,Lasmigona decorata,Carolina heelsplitter,7
675,Laterallus tuerosi,Junin rail,1
676,Latimeria chalumnae,African coelacanth,0
677,Leiolopisma telfairi,Round Island skink,6
678,Leiopelma hamiltoni,Stephen Island frog,9
679,Lemiox rimosus,Birdwing pearlymussel,7
680,"Lemuridae (incl. genera Lemur, Phaner, Hapalemur, Lepilemur, Microcebus, Allocebus, Cheirogaleus, Varecia)",Lemurs,3
681,Leontopithecus spp.,Golden-rumped tamarin,3
682,Leopardus (=Felis) pardalis,Ocelot,3
683,Leopardus (=Felis) tigrinus,Tiger cat,3
684,Leopardus (=Felis) wiedii,Margay,3
685,Lepidochelys kempii,Kemp's ridley sea turtle,6
686,Lepidochelys olivacea,Olive ridley sea turtle,6
687,Lepidomeda albivallis,White River spinedace,0
688,Lepidomeda mollispinis pratensis,Big Spring spinedace,0
689,Lepidomeda vittata,Little Colorado spinedace,0
690,Lepidurus packardi,Vernal pool tadpole shrimp,10
691,Leporillus conditor,Stick-nest rat,3
692,Leptailurus (=Felis) serval constantina,Barbary serval,3
693,Leptasthenura xenothorax,White-browed tit-spinetail,1
694,Leptodea leptodon,Scaleshell mussel,7
695,Leptonycteris nivalis,Mexican long-nosed bat,3
696,Leptoptilos dubius,Greater adjutant,1
697,Leptotes cassius theonus,Cassius Blue Butterfly,8
698,Leptotila rufaxilla wellsi,Grenada gray-fronted dove,1
699,Leptoxis ampla,Round rocksnail,2
700,Leptoxis foremani,Interrupted (=Georgia) Rocksnail,2
701,Leptoxis plicata,Plicate rocksnail,2
702,Leptoxis taeniata,Painted rocksnail,2
703,Lepyrium showalteri,Flat pebblesnail,2
704,Leucopeza semperi,Semper's warbler (=wood),1
705,Leucopsar rothschildi,Rothschild's starling (myna),1
706,Lichenostomus melanops cassidix (=Meliphaga c.),Helmeted honeyeater,1
707,Liophus ornatus,Maria Island snake,6
708,Lioplax cyclostomaformis,Cylindrical lioplax (snail),2
709,Lipotes vexillifer,Chinese River Dolphin,3
710,Lirceus usdagalun,Lee County cave isopod,10
711,Lontra (=Lutra) felina,Marine otter,3
712,Lontra (=Lutra) longicaudis (incl. platensis),Long-tailed otter,3
713,Lontra (=Lutra) provocax,Southern river otter,3
714,Lophophorus lhuysii,Chinese monal pheasant,1
715,Lophophorus sclateri,Sclater's monal pheasant,1
716,Lophura edwardsi,Edward's pheasant,1
717,Lophura imperialis,Imperial pheasant,1
718,Lophura swinhoii,Swinhoe's pheasant,1
719,Loxioides bailleui,Palila (honeycreeper),1
720,Loxodonta africana,African elephant,3
721,Loxops caeruleirostris,Akekee,1
722,Loxops coccineus,Hawaii akepa,1
723,Loxops ochraceus,Maui akepa,1
724,Lycaeides argyrognomon lotis,Lotis blue butterfly,8
725,Lycaeides melissa samuelis,Karner blue butterfly,8
726,Lycaon pictus,African wild dog,3
727,Lynx (=Felis) rufus escuinapae,Mexican bobcat,3
728,Lynx canadensis,Canada Lynx,3
729,Macaca arctoides,Stump-tailed macaque,3
730,Macaca cyclopis,Formosan rock macaque,3
731,Macaca fuscata,Japanese macaque,3
732,Macaca silenus,Lion-tailed macaque,3
733,Macaca sinica,Toque macaque,3
734,Macrocephalon maleo,Maleo megapode,1
735,Macropus giganteus tasmaniensis,Tasmanian forester kangaroo,3
736,Macropus parma,Parma wallaby,3
737,Macrotis lagotis,Rabbit bandicoot,3
738,Macrotis leucura,Lesser rabbit bandicoot,3
739,Malaconotus alius,Ulugura bush-shrike,1
740,Malimbus ibadanensis,Ibadan malimbe,1
741,Mandrillus (=Papio) leucophaeus,Drill,3
742,Mandrillus (=Papio) sphinx,Mandrill,3
743,Manduca blackburni,Blackburn's sphinx moth,8
744,Manis temminckii,Temnick''s ground Pangolin,3
745,Margaritifera hembeli,Louisiana pearlshell,7
746,Margaritifera marrianae,Alabama pearlshell,7
747,Marmota vancouverensis,Vancouver Island marmot,3
748,Martes flavigula chrysospila,Formosan yellow-throated marten,3
749,Masticophis lateralis euryxanthus,Alameda whipsnake (=striped racer),6
750,Meda fulgida,Spikedace,0
751,Medionidus acutissimus,Alabama moccasinshell,7
752,Medionidus parvulus,Coosa moccasinshell,7
753,Medionidus penicillatus,Gulf moccasinshell,7
754,Medionidus simpsonianus,Ochlockonee moccasinshell,7
755,Medionidus walkeri,Suwannee moccasinshell,7
756,Megadyptes antipodes,yellow-eyed penguin,1
757,Megalagrion leptodemas,Crimson Hawaiian damselfly,8
758,Megalagrion nesiotes,Flying earwig Hawaiian damselfly,8
759,Megalagrion nigrohamatum nigrolineatum,Blackline Hawaiian damselfly,8
760,Megalagrion oceanicum,Oceanic Hawaiian damselfly,8
761,Megalagrion pacificum,Pacific Hawaiian damselfly,8
762,Megalagrion xanthomelas,Orangeblack Hawaiian damselfly,8
763,Megalonaias nicklineana,Nicklin's pearlymussel,7
764,Megapodius laperouse,Micronesian megapode,1
765,Megaptera novaeangliae,Humpback whale,3
766,Melamprosops phaeosoma,Po`ouli (honeycreeper),1
767,Melanochelys tricarinata,Three-keeled Asian turtle,6
768,Melanosuchus niger,Black caiman,6
769,Menidia extensa,Waccamaw silverside,0
770,Mergus octosetaceus,Brazillian merganser,1
771,Mesodon clarki nantahala,noonday snail,2
772,Microhexura montivaga,Spruce-fir moss spider,5
773,Microtus californicus scirpensis,Amargosa vole,3
774,Microtus pennsylvanicus dukecampbelli,Florida salt marsh vole,3
775,Mimizuku (=Otus) gurneyi,Giant scops owl,1
776,Mimus graysoni,Socorro mockingbird,1
777,Mitu mitu mitu,Razor-billed curassow,1
778,Moapa coriacea,Moapa dace,0
779,Moho braccatus,Kauai `o`o (honeyeater),1
780,Monachus monachus,Mediterranean monk seal,3
781,Monachus schauinslandi,Hawaiian monk seal,3
782,Montipora australiensis,No common name,4
783,Morenia ocellata,Burmese peacock turtle,6
784,Moschus spp. (all species),Musk deer,3
785,Muntiacus feae,Fea's muntjac,3
786,Mustela nigripes,Black-footed ferret,3
787,Myadestes lanaiensis rutha,Molokai thrush,1
788,Myadestes myadestinus,Large Kauai (=kamao) Thrush,1
789,Myadestes palmeri,Small Kauai (=puaiohi) Thrush,1
790,Mycetophyllia ferox,Rough Cactus Coral,4
791,Mycteria americana,Wood stork,1
792,Myotis grisescens,Gray bat,3
793,Myotis septentrionalis,Northern Long-Eared Bat,3
794,Myotis sodalis,Indiana bat,3
795,Myrmecobius fasciatus,Numbat,3
796,Naemorhedus (=Capricornis) sumatraensis,Serow,3
797,Naemorhedus goral,Goral,3
798,Nasalis concolor,Pagi Island langur,3
799,Nasalis larvatus,Proboscis monkey,3
800,Nectarinia prigoginei,Marungu sunbird,1
801,Nectophrynoides spp.,African viviparous toads,9
802,Necturus alabamensis,Black warrior (=Sipsey Fork) Waterdog,9
803,Nemosia rourei,Cherry-throated tanager,1
804,Neofelis nebulosa,Clouded leopard,3
805,Neoleptoneta microps,Government Canyon Bat Cave Spider,5
806,Neoleptoneta myopica,Tooth Cave Spider,5
807,Neomorphus geoffroyi dulcis,Southeastern rufous-vented ground cuckoo,1
808,Neonympha mitchellii francisci,Saint Francis' satyr butterfly,8
809,Neonympha mitchellii mitchellii,Mitchell's satyr Butterfly,8
810,Neophema chrysogaster,Orange-bellied parakeet,1
811,Neoseps reynoldsi,Sand skink,6
812,Neotoma floridana smalli,Key Largo woodrat,3
813,Neotoma fuscipes riparia,Riparian woodrat (=San Joaquin Valley),3
814,Neotragus moschatus moschatus,Zanzibar suni,3
815,Nerodia clarkii taeniata,Atlantic salt marsh snake,6
816,Nerodia erythrogaster neglecta,Copperbelly water snake,6
817,Nesillas aldabranus,Aldabra Warbler (old world warbler),1
818,Newcombia cumingi,Newcomb's Tree snail,2
819,Nicrophorus americanus,American burying beetle,8
820,Nipponia nippon,Japanese crested ibis,1
821,Notomys aquilo,Australian native mouse,3
822,Notropis albizonatus,Palezone shiner,0
823,Notropis buccula,Smalleye Shiner,0
824,Notropis cahabae,Cahaba shiner,0
825,Notropis girardi,Arkansas River shiner,0
826,Notropis mekistocholas,Cape Fear shiner,0
827,Notropis oxyrhynchus,Sharpnose Shiner,0
828,Notropis simus pecosensis,Pecos bluntnose shiner,0
829,Notropis topeka (=tristis),Topeka shiner,0
830,Noturus baileyi,Smoky madtom,0
831,Noturus crypticus,Chucky Madtom,0
832,Noturus flavipinnis,Yellowfin madtom,0
833,Noturus placidus,Neosho madtom,0
834,Noturus stanauli,Pygmy madtom,0
835,Noturus trautmani,Scioto madtom,0
836,Numenius borealis,Eskimo curlew,1
837,Numenius tenuirostris,Slender-billed curlew,1
838,Nycticebus pygmaeus,Lesser slow loris,3
839,Oarisma poweshiek,Poweshiek skipperling,8
840,Obovaria retusa,Ring pink (mussel),7
841,Oceanodroma castro,Band-rumped storm-petrel,1
842,Odocoileus hemionus cerrosensis,Cedros Island mule Deer,3
843,Odocoileus virginianus clavium,Key deer,3
844,Odocoileus virginianus leucurus,Columbian white-tailed deer,3
845,Odontophorus strophium,Gorgeted wood-quail,1
846,Oncorhynchus (=Salmo) kisutch,Coho salmon,0
847,Oncorhynchus (=Salmo) mykiss,Steelhead,0
848,Oncorhynchus (=Salmo) nerka,Sockeye salmon,0
849,Oncorhynchus (=Salmo) tshawytscha,Chinook salmon,0
850,Oncorhynchus aguabonita whitei,Little Kern golden trout,0
851,Oncorhynchus apache,Apache trout,0
852,Oncorhynchus clarkii henshawi,Lahontan cutthroat trout,0
853,Oncorhynchus clarkii seleniris,Paiute cutthroat trout,0
854,Oncorhynchus clarkii stomias,Greenback Cutthroat trout,0
855,Oncorhynchus gilae,Gila trout,0
856,Oncorhynchus keta,Chum salmon,0
857,Onychogalea fraenata,Brindled nail-tailed wallaby,3
858,Onychogalea lunata,Crescent nail-tailed wallaby,3
859,Orbicella annularis,Lobed Star Coral,4
860,Orbicella faveolata,Mountainous Star Coral,4
861,Orbicella franksi,Boulder star coral,4
862,Orcinus orca,Killer whale,3
863,Orconectes shoupi,Nashville crayfish,10
864,Oreomystis bairdi,Akikiki,1
865,Oreomystis mana,Hawaii creeper,1
866,Oreophasis derbianus,Horned guan,1
867,Orthalicus reses (not incl. nesodryas),Stock Island tree snail,2
868,Oryx dammah,Scimitar-horned oryx,3
869,Oryx leucoryx,Arabian oryx,3
870,Oryzomys palustris natator,Rice rat,3
871,Osteolaemus tetraspis osborni,Congo dwarf crocodile,6
872,Osteolaemus tetraspis tetraspis,African dwarf crocodile,6
873,Ostodes strigatus,Snail [no common name],2
874,Otus ireneae,Morden's owlet,1
875,Otus magicus (=insularis) insularis,Seychelles scops owl,1
876,Otus rutilus capnodes,Anjouan scops owl,1
877,Ovis ammon,Argali,3
878,Ovis canadensis nelsoni,Peninsular bighorn sheep,3
879,Ovis canadensis sierrae,Sierra Nevada bighorn sheep,3
880,Ovis musimon ophion,Urial,3
881,Ovis vignei vignei,Shapo,3
882,Oxyloma haydeni kanabensis,Kanab ambersnail,2
883,Ozotoceros bezoarticus,Pampas deer,3
884,Pacifastacus fortis,Shasta crayfish,10
885,Palaemonetes cummingi,Squirrel Chimney Cave shrimp,10
886,Palaemonias alabamae,Alabama cave shrimp,10
887,Palaemonias ganteri,Kentucky cave shrimp,10
888,Palmeria dolei,crested honeycreeper (Akohekohe),1
889,Pan paniscus,Pygmy chimpanzee,3
890,Pan troglodytes,Chimpanzee,3
891,Pangasianodon gigas,Thailand giant catfish,0
892,Pangasius sanitwongsei,Catfish,0
893,Panthalops hodgsonii,Tibetan antelope,3
894,Panthera leo ssp. leo,Lion,3
895,Panthera leo ssp. melanochaita,Lion,3
896,Panthera onca,Jaguar,3
897,Panthera pardus,Leopard,3
898,Panthera tigris,Tiger,3
899,Papasula (=Sula) abbotti,Abbott's booby,1
900,Papilio chikae,Luzon peacock swallowtail butterfly,8
901,Papilio homerus,Homerus swallowtail butterfly,8
902,Papilio hospiton,Corsican swallowtail butterfly,8
903,Papustyla pulcherrima,Manus Island tree snail,2
904,Parahyaena (=Hyaena) brunnea,Brown Hyena,3
905,Pardofelis (=Felis) marmorata,Marbled cat,3
906,Paroreomyza flammea,Molokai creeper,1
907,Paroreomyza maculata,Oahu creeper,1
908,Partula gibba,Humped tree snail,2
909,Partula langfordi,Langford's tree snail,2
910,Partula radiolata,Guam tree snail,2
911,Partulina semicarinata,Lanai tree snail,2
912,Partulina variabilis,Lanai tree snail,2
913,Pavona diffluens,No common name,4
914,Pedionomus torquatus,Plains wanderer (=collared-hemipode),1
915,Pegias fabula,Littlewing pearlymussel,7
916,Peltophryne lemur,Puerto Rican crested toad,9
917,Penelope albipennis,White-winged guan,1
918,Penelope perspicax,Cauca guan,1
919,Pentalagus furnessi,Ryukyu rabbit,3
920,Perameles bougainville,Barred bandicoot,3
921,Perameles eremiana,Desert bandicoot,3
922,Percina antesella,Amber darter,0
923,Percina aurolineata,Goldline darter,0
924,Percina aurora,Pearl darter,0
925,Percina jenkinsi,Conasauga logperch,0
926,Percina pantherina,Leopard darter,0
927,Percina rex,Roanoke logperch,0
928,Percina tanasi,Snail darter,0
929,Perognathus longimembris pacificus,Pacific pocket mouse,3
930,Peromyscus gossypinus allapaticola,Key Largo cotton mouse,3
931,Peromyscus polionotus allophrys,Choctawhatchee beach mouse,3
932,Peromyscus polionotus ammobates,Alabama beach mouse,3
933,Peromyscus polionotus niveiventris,Southeastern beach mouse,3
934,Peromyscus polionotus peninsularis,St. Andrew beach mouse,3
935,Peromyscus polionotus phasma,Anastasia Island beach mouse,3
936,Peromyscus polionotus trissyllepsis,Perdido Key beach mouse,3
937,Petrogale xanthopus,Yellow-footed rock wallaby,3
938,Petroica multicolor multicolor,Scarlet-breasted robin (flycatcher),1
939,Petroica traversi,Chatham Island robin,1
940,Pezoporus wallicus,Ground parrot,1
941,Phaenicophaeus pyrrhocephalus,Red-faced malkoha (cuckoo),1
942,Phaeognathus hubrichti,Red Hills salamander,9
943,Phaethornis malaris margarettae,Margaretta's hermit,1
944,Pharomachrus mocinno ssp. mocinno,Resplendent quetzel,1
945,Phascolarctos cinereus,Koala,3
946,Phelsuma edwardnewtoni,Day gecko,6
947,Phelsuma guentheri,Round Island day gecko,6
948,Phoca (=Pusa) hispida botnica,Ringed Seal,3
949,Phoca (=Pusa) hispida hispida,Ringed Seal,3
950,Phoca (=Pusa) hispida ladogensis,Ringed seal,3
951,Phoca (=Pusa) hispida ochotensis,Ringed Seal,3
952,Phoca hispida saimensis,Saimaa seal,3
953,Phoca largha,Spotted Seal,3
954,Phocoena sinus,Cochito,3
955,Phoebastria (=Diomedea) albatrus,Short-tailed albatross,1
956,Phoenicoparrus andinus,Andean flamingo,1
957,Phoxinus cumberlandensis,Blackside dace,0
958,Phrynops hogei,Brazilian sideneck turtle,6
959,Physa natricina,Snake River physa snail,2
960,Physeter catodon (=macrocephalus),Sperm whale,3
961,Phytotoma raimondii,Peruvian plantcutter,1
962,Picathartes gymnocephalus,White-necked rockfowl,1
963,Picathartes oreas,Grey-necked rockfowl,1
964,Picoides borealis,Red-cockaded woodpecker,1
965,Pionopsitta pileata,Red-capped parrot,1
966,Pipile jacutinga,Black-fronted piping-guan,1
967,Pipile pipile pipile,Trinidad white-headed curassow,1
968,Pipilo crissalis eremophilus,Inyo California towhee,1
969,Pithecophaga jefferyi,Philippine eagle,1
970,Pitta gurneyi,Gurney's pitta,1
971,Pitta kochi,Koch's pitta,1
972,Pituophis melanoleucus lodingi,Black pine snake,6
973,Pituophis ruthveni,Louisiana pine snake,6
974,Plagopterus argentissimus,Woundfin,0
975,Planigale ingrami subtilissima,Little planigale,3
976,Planigale tenuirostris,Southern planigale,3
977,Platanista gangetica minor,South Asian River dolphin,3
978,Platysteira laticincta,Banded wattle-eye,1
979,Plethobasus cicatricosus,White wartyback (pearlymussel),7
980,Plethobasus cooperianus,Orangefoot pimpleback (pearlymussel),7
981,Plethobasus cyphyus,Sheepnose Mussel,7
982,Plethodon neomexicanus,Jemez Mountains salamander,9
983,Plethodon nettingi,Cheat Mountain salamander,9
984,Plethodon shenandoah,Shenandoah salamander,9
985,Pleurobema clava,Clubshell,7
986,Pleurobema collina,James spinymussel,7
987,Pleurobema curtum,Black clubshell,7
988,Pleurobema decisum,Southern clubshell,7
989,Pleurobema furvum,Dark pigtoe,7
990,Pleurobema georgianum,Southern pigtoe,7
991,Pleurobema gibberum,Cumberland pigtoe,7
992,Pleurobema hanleyianum,Georgia pigtoe,7
993,Pleurobema marshalli,Flat pigtoe,7
994,Pleurobema perovatum,Ovate clubshell,7
995,Pleurobema plenum,Rough pigtoe,7
996,Pleurobema pyriforme,Oval pigtoe,7
997,Pleurobema strodeanum,Fuzzy pigtoe,7
998,Pleurobema taitianum,Heavy pigtoe,7
999,Pleurocera foremani,Rough hornsnail,2
1000,Pleuronaia dolabelloides,Slabside Pearlymussel,7
1001,Ploceus golandi,Clarke's weaver,1
1002,Podarcis pityusensis,Ibiza wall lizard,6
1003,Podiceps taczanowskii,Junin grebe,1
1004,Podilymbus gigas,Atitlan grebe,1
1005,Podocnemis expansa,Tartaruga,6
1006,Podocnemis unifilis,Tracaja,6
1007,Poeciliopsis occidentalis,Gila topminnow (incl. Yaqui),0
1008,Polioptila californica californica,Coastal California gnatcatcher,1
1009,Polyborus plancus audubonii,Audubon's crested caracara,1
1010,Polygyriscus virginianus,Virginia fringed mountain snail,2
1011,Polyphylla barbata,Mount Hermon June beetle,8
1012,Polyplectron emphanum,Palawan peacock pheasant,1
1013,Polysticta stelleri,Steller's Eider,1
1014,Pomarea nigra,Tahiti flycatcher,1
1015,Pongo pygmaeus,Orangutan,3
1016,Popenaias popeii,Texas Hornshell,7
1017,Porites napopora,No common name,4
1018,Potamilus capax,Fat pocketbook,7
1019,Potamilus inflatus,Alabama (=inflated) heelsplitter,7
1020,Presbytis potenziani,Long-tailed langur,3
1021,Presbytis senex,Purple-faced langur,3
1022,Prietella phreatophila,Mexican blindcat (catfish),0
1023,Priodontes maximus,Giant armadillo,3
1024,Prionailurus (=Felis) bengalensis bengalensis,Leopard cat,3
1025,Prionailurus (=Felis) bengalensis iriomotensis,Iriomote cat,3
1026,Prionailurus (=Felis) planiceps,Flat-headed cat,3
1027,Prionodon pardicolor,Spotted linsang,3
1028,Pristis clavata,Dwarf sawfish,0
1029,Pristis pectinata,Smalltooth sawfish,0
1030,Pristis pristis,Largetooth Sawfish,0
1031,Pristis zijsron,Green sawfish,0
1032,Probarbus jullieni,Ikan temoleh (minnow),0
1033,Procaris hawaiana,Anchialine pool Shrimp,10
1034,Procolobus (=Colobus) pennantii (=kirki) kirki,Zanzibar red colobus monkey,3
1035,Procolobus (=Colobus) preussi (=badius p.),Preuss' red colobus monkey,3
1036,Procolobus (=Colobus) rufomitratus (=badius r.),Tana River red colobus monkey,3
1037,Propithecus spp.,Sifakas,3
1038,Psammobates geometricus,Geometric turtle,6
1039,Psephotus chrysopterygius,Golden-shouldered parakeet,1
1040,Psephotus pulcherrimus,Paradise parakeet,1
1041,Pseudemydura umbrina,Short-necked or western swamp turtle,6
1042,Pseudemys alabamensis,Alabama red-bellied turtle,6
1043,Pseudemys rubriventris bangsi,Plymouth Redbelly Turtle,6
1044,Pseudibis gigantea,Giant ibis,1
1045,Pseudobulweria macgillivrayi,Fiji petrel,1
1046,Pseudocopaeodes eunus obscurus,Carson wandering skipper,8
1047,Pseudomys fieldi,Field's mouse,3
1048,Pseudomys fumeus,Smoky mouse,3
1049,Pseudomys gouldii,Gould's mouse,3
1050,Pseudomys novaehollandiae,New Holland mouse,3
1051,Pseudomys occidentalis,Western mouse,3
1052,Pseudomys praeconis,Shark Bay mouse,3
1053,Pseudomys shortridgei,Shortridge's mouse,3
1054,Pseudonestor xanthophrys,Maui parrotbill (Kiwikiu),1
1055,Pseudorca crassidens,false killer whale,3
1056,Pseudotryonia adamantina,Diamond Tryonia,2
1057,Psittacula echo,Mauritius parakeet,1
1058,Psittirostra psittacea,`O`u (honeycreeper),1
1059,Psophodes nigrogularis,Western whipbird,1
1060,Pterodroma aterrima,Mascarene black petrel,1
1061,Pterodroma axillaris,Chatham Island petrel,1
1062,Pterodroma cahow,Bermuda petrel,1
1063,Pterodroma madeira,Freira,1
1064,Pterodroma magentae,Magenta petrel,1
1065,Pterodroma phaeopygia,Galapagos petrel,1
1066,Pterodroma sandwichensis,Hawaiian petrel,1
1067,Pteronura brasiliensis,Giant otter,3
1068,Pteropus mariannus mariannus,Mariana fruit Bat (=Mariana flying fox),3
